Business Name,Address,Category,Google Maps Link,Website,Email,Phone Number,Rating,Number of Reviews
د. ناصف محمد ناصف - استشاري جراحة العظام والمفاصل / Dr. Nasef Mohamed Nasef - Orthopedic Surgery Consultant,012 12283383,جراح تقويم عظام,https://www.google.com/maps/place/%D8%AF.+%D9%86%D8%A7%D8%B5%D9%81+%D9%85%D8%AD%D9%85%D8%AF+%D9%86%D8%A7%D8%B5%D9%81+-+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%B5%D9%84+%2F+Dr.+Nasef+Mohamed+Nasef+-+Orthopedic+Surgery+Consultant%E2%80%AD/data=!4m7!3m6!1s0x145840b5395756cd:0x95241a3d27f2bb2d!8m2!3d30.032749!4d31.241512!16s%2Fg%2F11c4slswl4!19sChIJzVZXObVAWBQRLbvyJz0aJJU?authuser=0&hl=ar&rclk=1,http://www.drnasef.com/,,012 12283383,4.3,87
Barsoum Dental Clinic,"Intersection of 26 July Street With Emad El-Deen, Downtown Cairo, 7 26 July St",عِيادة أسنان,https://www.google.com/maps/place/Barsoum+Dental+Clinic/data=!4m7!3m6!1s0x145840e0fd3394a3:0xd65f2e25eaeeff90!8m2!3d30.052678!4d31.244583!16s%2Fg%2F1tr6chgz!19sChIJo5Qz_eBAWBQRkP_u6iUuX9Y?authuser=0&hl=ar&rclk=1,http://www.barsoum.com/,bdc@barsoum.com,012 21010257,4.6,74
Sherif Khaled Clinic,"32 Falaky street, Awkaf, building",عيادة جراحة العظام,https://www.google.com/maps/place/Sherif+Khaled+Clinic/data=!4m7!3m6!1s0x1458411535203abb:0x252c02c22e6dc4fc!8m2!3d30.0445442!4d31.2394248!16s%2Fg%2F11jgsf86jm!19sChIJuzogNRVBWBQR_MRtLsICLCU?authuser=0&hl=ar&rclk=1,http://drsherifkhaled.com/,impallari@gmail.com,012 80000845,4.8,20
Best Life Clinic,011 19255539,ممارس عام,https://www.google.com/maps/place/Best+Life+Clinic/data=!4m7!3m6!1s0x14583f027d560765:0xb999c3686123d287!8m2!3d30.0827736!4d31.2819697!16s%2Fg%2F11krxbtgfw!19sChIJZQdWfQI_WBQRh9IjYWjDmbk?authuser=0&hl=ar&rclk=1,,,011 19255539,5.0,1
كايرو كلينك,"1 Demashq St, off Syria St",عيادة الخصوبة,https://www.google.com/maps/place/%D9%83%D8%A7%D9%8A%D8%B1%D9%88+%D9%83%D9%84%D9%8A%D9%86%D9%83%E2%80%AD/data=!4m7!3m6!1s0x1458413be80d13b1:0xccdef30578a73ef6!8m2!3d30.055052!4d31.1924608!16s%2Fg%2F1thbgl2l!19sChIJsRMN6DtBWBQR9j6neAXz3sw?authuser=0&hl=ar&rclk=1,http://www.cairoivf.com/,,012 22180796,4.6,70
دكتور محمد ماهر,"Al Manial, 97",طبيب نسائي,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%A7%D9%87%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x145847e33c9b80bf:0x9544f9bce9745642!8m2!3d30.0240728!4d31.226132!16s%2Fg%2F11hdfs46bg!19sChIJv4CbPONHWBQRQlZ06bz5RJU?authuser=0&hl=ar&rclk=1,https://www.drmmaher.net/,,010 11245500,4.9,221
Cairo Medical Center,011 56611342,طبيب,https://www.google.com/maps/place/Cairo+Medical+Center/data=!4m7!3m6!1s0x145857295b95cfaf:0x7395d3160b5e2521!8m2!3d29.9556488!4d30.9180314!16s%2Fg%2F11h5rymyrv!19sChIJr8-VWylXWBQRISVeCxbTlXM?authuser=0&hl=ar&rclk=1,https://drahmed-salah.com/?,,011 56611342,4.6,94
مركز دكتور روبير جورج للتخسيس وتنسيق القوام Dr.Rober Diet,012 24224272,عيادة طبية,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B1%D9%88%D8%A8%D9%8A%D8%B1+%D8%AC%D9%88%D8%B1%D8%AC+%D9%84%D9%84%D8%AA%D8%AE%D8%B3%D9%8A%D8%B3+%D9%88%D8%AA%D9%86%D8%B3%D9%8A%D9%82+%D8%A7%D9%84%D9%82%D9%88%D8%A7%D9%85+Dr.Rober+Diet%E2%80%AD/data=!4m7!3m6!1s0x1458472572be76a1:0x9c00e4a5fcfcdbf!8m2!3d30.0240728!4d31.226132!16s%2Fg%2F11dfm7dlzz!19sChIJoXa-ciVHWBQRv83PX0oOwAk?authuser=0&hl=ar&rclk=1,https://www.facebook.com/Dr-Rober-Diet-419040951505937/,,012 24224272,5.0,108
Cairo Plastic Clinic,012 21119853,عيادة جراحة التجميل,https://www.google.com/maps/place/Cairo+Plastic+Clinic/data=!4m7!3m6!1s0x145846d350547531:0xf264efecdf546e7b!8m2!3d30.0395425!4d31.2107873!16s%2Fg%2F1yf_9m9j9!19sChIJMXVUUNNGWBQRe25U3-zvZPI?authuser=0&hl=ar&rclk=1,https://prof-wilson.com/,plasticsurgery@cairo-plastic-clinic.com,012 21119853,4.6,108
The Doctors medical clinic,010 00010663,عيادة طبية,https://www.google.com/maps/place/The+Doctors+medical+clinic/data=!4m7!3m6!1s0x14583f8f68e12c45:0x632441fa9ed7242a!8m2!3d30.055091!4d31.3532639!16s%2Fg%2F11fqcwt2t0!19sChIJRSzhaI8_WBQRKiTXnvpBJGM?authuser=0&hl=ar&rclk=1,,,010 00010663,4.4,12
عيادة الاستشاريين التخصصية بالرحاب,02 26922291,طبيب باطنه,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A%D9%8A%D9%86+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D8%B1%D8%AD%D8%A7%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x145823c7353cba85:0x72556d197217a7ac!8m2!3d30.0597617!4d31.4920565!16s%2Fg%2F11fd7956h5!19sChIJhbo8NccjWBQRrKcXchltVXI?authuser=0&hl=ar&rclk=1,http://www.facebook.com/kamalgabrymd,,02 26922291,3.7,6
Tabibi Maadi Clinic - عيادة طبيبي المعادي,012 12216724,رعاية صحية في المنزل,https://www.google.com/maps/place/Tabibi+Maadi+Clinic+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%B7%D8%A8%D9%8A%D8%A8%D9%8A+%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14584792affda1e3:0x190400e424977cde!8m2!3d29.961737!4d31.2759176!16s%2Fg%2F1hhnshs3b!19sChIJ46H9r5JHWBQR3nyXJOQABBk?authuser=0&hl=ar&rclk=1,https://www.tabibi247.com/,,012 12216724,3.9,30
Karim Zohdy Ortho Clinic,"11 Al Falki, Bab Al Louq, Abdeen, Cairo Governorate Andeen",جراح تقويم عظام,https://www.google.com/maps/place/Karim+Zohdy+Ortho+Clinic/data=!4m7!3m6!1s0x14584104202c0c4d:0xd22676075b4de3b5!8m2!3d30.0453286!4d31.2402099!16s%2Fg%2F11fd55lt9n!19sChIJTQwsIARBWBQRteNNWwd2JtI?authuser=0&hl=ar&rclk=1,http://karimzohdyorthoclinic.com/,,010 21211000,4.8,150
كشف منزلى Care Clinic,"3G25+75F, El Nasr Rd",طبيب رعاية الطوارئ,https://www.google.com/maps/place/%D9%83%D8%B4%D9%81+%D9%85%D9%86%D8%B2%D9%84%D9%89+Care+Clinic%E2%80%AD/data=!4m7!3m6!1s0x145819de53785287:0x3e9c21257127cb3a!8m2!3d30.0506777!4d31.5079134!16s%2Fg%2F11mqlkm1c3!19sChIJh1J4U94ZWBQROssncSUhnD4?authuser=0&hl=ar&rclk=1,https://www.facebook.com/C.Care.Clinic.New.Cairo,,010 64964251,5.0,3
ميديكال بارك بريمير,Medical park,أخصائي تجبير عظام,https://www.google.com/maps/place/%D9%85%D9%8A%D8%AF%D9%8A%D9%83%D8%A7%D9%84+%D8%A8%D8%A7%D8%B1%D9%83+%D8%A8%D8%B1%D9%8A%D9%85%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14583cd9d50c1bff:0xf341a9d902a3e150!8m2!3d30.0192963!4d31.4341546!16s%2Fg%2F11c1nc1vtn!19sChIJ_xsM1dk8WBQRUOGjAtmpQfM?authuser=0&hl=ar&rclk=1,http://www.osteoegypt.org/,info@osteoegypt.org,010 00476104,4.5,98
Oasis Clinics,010 02665999,عيادة طبية,https://www.google.com/maps/place/Oasis+Clinics/data=!4m7!3m6!1s0x145825dfb43a8651:0xa6692c517874a2b9!8m2!3d29.952789!4d31.4494211!16s%2Fg%2F11kpn9nfhj!19sChIJUYY6tN8lWBQRuaJ0eFEsaaY?authuser=0&hl=ar&rclk=1,https://oasisclinics.com/,flags@2x.png,010 02665999,4.8,21
د. ناصف محمد ناصف - استشاري جراحة العظام والمفاصل / Dr. Nasef Mohamed Nasef - Orthopedic Surgery Consultant,012 12283383,جراح تقويم عظام,https://www.google.com/maps/place/%D8%AF.+%D9%86%D8%A7%D8%B5%D9%81+%D9%85%D8%AD%D9%85%D8%AF+%D9%86%D8%A7%D8%B5%D9%81+-+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%B5%D9%84+%2F+Dr.+Nasef+Mohamed+Nasef+-+Orthopedic+Surgery+Consultant%E2%80%AD/data=!4m7!3m6!1s0x145840b5395756cd:0x95241a3d27f2bb2d!8m2!3d30.032749!4d31.241512!16s%2Fg%2F11c4slswl4!19sChIJzVZXObVAWBQRLbvyJz0aJJU?authuser=0&hl=ar&rclk=1,http://www.drnasef.com/,,012 12283383,4.3,87
Dr. Mohammed Tamer,011 16283333,عيادة طبية,https://www.google.com/maps/place/Dr.+Mohammed+Tamer/data=!4m7!3m6!1s0x14583d8cf3b387fd:0x733b511c181cb93a!8m2!3d30.0209713!4d31.4342984!16s%2Fg%2F11smcjjctc!19sChIJ_Yez84w9WBQROrkcGBxRO3M?authuser=0&hl=ar&rclk=1,https://www.instagram.com/dr.mohammedtamer/,,011 16283333,4.9,38
Rebalance Clinic,villa 112,خبير علاج يدوي,https://www.google.com/maps/place/Rebalance+Clinic/data=!4m7!3m6!1s0x14582359c292a16f:0x824a5a8cf04cf578!8m2!3d30.0388501!4d31.4716888!16s%2Fg%2F11sbgxr23j!19sChIJb6GSwlkjWBQRePVM8IxaSoI?authuser=0&hl=ar&rclk=1,,,+1 347-902-3140,5.0,65
Medipoint,"5 al Shbab street, Sheikh Zayed City, Cairo, Giza, Eg",عيادة طبية,https://www.google.com/maps/place/Medipoint/data=!4m7!3m6!1s0x14585a179490d125:0x939d618cc5f53a9!8m2!3d30.0310708!4d30.9998026!16s%2Fg%2F1yh9txfr5!19sChIJJdGQlBdaWBQRqVNfzBjWOQk?authuser=0&hl=ar&rclk=1,http://medipointclinics.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,010 20701033,4.7,27
S Clinics Cairo,"Twin Towers, Building C, 4th floor, Clinic N",طبيب أسنان,https://www.google.com/maps/place/S+Clinics+Cairo/data=!4m7!3m6!1s0x14585b4953fc4cfd:0x1262c059d3e9a6f9!8m2!3d30.0244845!4d31.0117559!16s%2Fg%2F11tft30brb!19sChIJ_Uz8U0lbWBQR-abp01nAYhI?authuser=0&hl=ar&rclk=1,,,011 17443355,5.0,134
Elite Clinic,010 66262858,عيادة طبية,https://www.google.com/maps/place/Elite+Clinic/data=!4m7!3m6!1s0x145840cc96940491:0xb03bab502d58189!8m2!3d30.035627!4d31.2329791!16s%2Fg%2F11crzf8g1q!19sChIJkQSUlsxAWBQRiYHVArW6Aws?authuser=0&hl=ar&rclk=1,,,010 66262858,5.0,1
Spectra Cure Clinic,"Clinic 403, Cairo Business Plaza, North Teseen Street, Fifth Settlement, North Building",عيادة طبية,https://www.google.com/maps/place/Spectra+Cure+Clinic/data=!4m7!3m6!1s0x145823ee2f1a5be1:0xf53fb4d22af82f8e!8m2!3d30.0279485!4d31.487569!16s%2Fg%2F11y46fnmnl!19sChIJ4VsaL-4jWBQRji_4KtK0P_U?authuser=0&hl=ar&rclk=1,http://www.spectra.clinic/,info@spectra.clinic,010 15808250,5.0,16
Best Life Clinic,011 19255539,ممارس عام,https://www.google.com/maps/place/Best+Life+Clinic/data=!4m7!3m6!1s0x14583f027d560765:0xb999c3686123d287!8m2!3d30.0827736!4d31.2819697!16s%2Fg%2F11krxbtgfw!19sChIJZQdWfQI_WBQRh9IjYWjDmbk?authuser=0&hl=ar&rclk=1,,,011 19255539,5.0,1
Divine- Dr Fady Aziz - New Cairo,2G9H+QP,عِيادة أسنان,https://www.google.com/maps/place/Divine-+Dr+Fady+Aziz+-+New+Cairo/data=!4m7!3m6!1s0x14582300137af791:0xe3e5865421472514!8m2!3d30.0194943!4d31.5292882!16s%2Fg%2F11wc30wn9b!19sChIJkfd6EwAjWBQRFCVHIVSG5eM?authuser=0&hl=ar&rclk=1,,,,5.0,14
Sennaty dental clinics,011 00091281,عِيادة أسنان,https://www.google.com/maps/place/Sennaty+dental+clinics/data=!4m7!3m6!1s0x145840e0e2608523:0x584927fa1346d2c7!8m2!3d30.0651807!4d31.2166491!16s%2Fg%2F11f2wmkxqh!19sChIJI4Vg4uBAWBQRx9JGE_onSVg?authuser=0&hl=ar&rclk=1,https://www.sennatydentalclinics.com/,info@sennatydentalclinics.com,011 00091281,4.7,89
A Clinics,010 30101585,عِيادة أسنان,https://www.google.com/maps/place/A+Clinics/data=!4m7!3m6!1s0x14583ffa9cb08d31:0xd81a307f1f943ac9!8m2!3d30.0875564!4d31.3463059!16s%2Fg%2F11jgdhr5h_!19sChIJMY2wnPo_WBQRyTqUH38wGtg?authuser=0&hl=ar&rclk=1,http://aclinicseg.com/,info@aclinicseg.com,010 30101585,4.6,45
دكتور محمد ماهر,"Al Manial, 97",طبيب نسائي,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%A7%D9%87%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x145847e33c9b80bf:0x9544f9bce9745642!8m2!3d30.0240728!4d31.226132!16s%2Fg%2F11hdfs46bg!19sChIJv4CbPONHWBQRQlZ06bz5RJU?authuser=0&hl=ar&rclk=1,https://www.drmmaher.net/,,010 11245500,4.9,221
Dr.Fouda Dental Care - مركز فودة لطب الأسنان,010 22442233,عِيادة أسنان,https://www.google.com/maps/place/Dr.Fouda+Dental+Care+-+%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D9%88%D8%AF%D8%A9+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14583f0a16808dad:0x31517524314a493!8m2!3d30.0912151!4d31.3242806!16s%2Fg%2F11pcl0q2nl!19sChIJrY2AFgo_WBQRk6QUQ1IXFQM?authuser=0&hl=ar&rclk=1,https://web.facebook.com/Fouda.Dentist,,010 22442233,5.0,23
His Clinic New Cairo,"Concord Plaza Mall , G2, Second Floor, رقم 90",عيادة طبية,https://www.google.com/maps/place/His+Clinic+New+Cairo/data=!4m7!3m6!1s0x14583de3cd3a2db5:0x24297a3b3876463d!8m2!3d30.0250571!4d31.4819517!16s%2Fg%2F11vjxsssh5!19sChIJtS06zeM9WBQRPUZ2ODt6KSQ?authuser=0&hl=ar&rclk=1,,,010 66040059,4.4,39
Dr. Israa Dental Center - Mivida new cairo,Mivida Business Park,عِيادة أسنان,https://www.google.com/maps/place/Dr.+Israa+Dental+Center+-+Mivida+new+cairo/data=!4m7!3m6!1s0x145823bae0d1c85f:0x24ed558f4eb7c5cf!8m2!3d30.0015899!4d31.5329231!16s%2Fg%2F11lw38b800!19sChIJX8jR4LojWBQRz8W3To9V7SQ?authuser=0&hl=ar&rclk=1,https://www.drisraadentalcenter.com/%D9%84%D9%84%D8%AD%D8%AC%D8%B2/,,012 00502444,5.0,10
Dr. Wael Darwish,011 11889839,عِيادة أسنان,https://www.google.com/maps/place/Dr.+Wael+Darwish/data=!4m7!3m6!1s0x14583d412b03ba03:0x1ed92463ba5e365f!8m2!3d29.9967348!4d31.4155842!16s%2Fg%2F11q2414mfl!19sChIJA7oDK0E9WBQRXzZeumMk2R4?authuser=0&hl=ar&rclk=1,,,011 11889839,4.3,27
Prof Dr. Mohamed Mahmoud Ahmed Dental clinic - New Cairo. الأستاذ الدكتور محمد محمود أحمد,"Behind Air Force Hospital, Clinic 106 Cairo Medical Center CMC, التسعين الشمالي",طبيب تجميل أسنان,https://www.google.com/maps/place/Prof+Dr.+Mohamed+Mahmoud+Ahmed+Dental+clinic+-+New+Cairo.+%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%A3%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14583da616cac911:0x138ae26e19d83eda!8m2!3d30.0207827!4d31.4342118!16s%2Fg%2F11sn3s6d47!19sChIJEcnKFqY9WBQR2j7YGW7iihM?authuser=0&hl=ar&rclk=1,https://www.facebook.com/24853433dental/,,010 12427447,4.9,246
Nouvel Age Clinic‎ New Cairo - عيادات نوفيلاج للتجميل القاهرة الجديدة,"Silver Star Mall, Ekhnatoon St., 2nd floor, Above Saudi Market",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Nouvel+Age+Clinic%E2%80%8E+New+Cairo+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D9%88%D9%81%D9%8A%D9%84%D8%A7%D8%AC+%D9%84%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14583d5a47bda523:0xcf4790640b090f28!8m2!3d30.003397!4d31.4212323!16s%2Fg%2F11fkf62p4_!19sChIJI6W9R1o9WBQRKA8JC2SQR88?authuser=0&hl=ar&rclk=1,http://www.nouvelageclinic.com/,info@nouvelageclinic.com,010 00323176,4.7,46
Moawad Skin Institute (MSI) - Best Cosmetic Surgery in Egypt,3 Talaat Harb Square,عيادة جراحة التجميل,https://www.google.com/maps/place/Moawad+Skin+Institute+%28MSI%29+-+Best+Cosmetic+Surgery+in+Egypt/data=!4m7!3m6!1s0x145840c7442b928f:0x73efe6498c762fa3!8m2!3d30.0472493!4d31.2386183!16s%2Fg%2F1tj2qn5f!19sChIJj5IrRMdAWBQRoy92jEnm73M?authuser=0&hl=ar&rclk=1,https://moawadskininstitute.com/,askprof@moawadskininstitute.com,02 23901616,4.7,25
Doctor Online,010 96906515,عيادة طبية,https://www.google.com/maps/place/Doctor+Online/data=!4m7!3m6!1s0x145841d0849f8809:0x9de8d8927efd3f1f!8m2!3d30.0702528!4d31.2217517!16s%2Fg%2F11qfw2b6tf!19sChIJCYifhNBBWBQRHz_9fpLY6J0?authuser=0&hl=ar&rclk=1,,,010 96906515,5.0,2
